uniprot,symbol,compartments,n_compartments
Q9Y5F2,PCDHB11,plasma_membrane,1
Q9Y5E4,PCDHB5,plasma_membrane,1
Q9Y5E2,PCDHB7,plasma_membrane,1
Q9Y5G8-2,PCDHGA5,plasma_membrane,1
Q17R89,ARHGAP44,cell junction;cytosol;endosome;plasma_membrane;synapse;vesicle,6
Q9Y5G3-2,PCDHGB1,plasma_membrane,1
Q9UN71-2,PCDHGB4,plasma_membrane,1
P17858,PFKL,cytosol;extracellular;vesicle,3
P08237,PFKM,cytosol;nucleus;plasma_membrane,3
O75366-2,AVIL,cell junction;cytoskeleton;plasma_membrane,3
Q01813,PFKP,cytosol;extracellular;nucleus;vesicle,4
Q96JS3,PGBD1,nucleus,1
Q3KR16,PLEKHG6,cell junction;cytoskeleton;cytosol;plasma_membrane,4
P29590-2,PML,cytosol;endoplasmic_reticulum;endosome;nucleolus;nucleus;vesicle,6
P18433-2,PTPRA,cell junction;extracellular;plasma_membrane;vesicle,4
Q13671,RIN1,cytoskeleton;cytosol;plasma_membrane;vesicle,4
Q6NUQ1,RINT1,cytosol;endoplasmic_reticulum;nucleus;vesicle,4
P23921,RRM1,cytosol,1
Q15459,SF3A1,nucleus,1
P57059,SIK1,nucleus,1
Q9Y345,SLC6A5,endosome;plasma_membrane;vesicle,3
Q02446,SP4,cytosol;nucleus,2
P42229,STAT5A,cytosol;nucleus,2
Q8IYB8,SUPV3L1,mitochondrion;nucleus,2
P55286,CDH8,cell junction;extracellular;plasma_membrane;synapse,4
O60603,TLR2,golgi;plasma_membrane;vesicle,3
O94886,TMEM63A,cytoskeleton;endosome;extracellular;lysosome;plasma_membrane;vesicle,6
P21580,TNFAIP3,cytosol;extracellular;lysosome;nucleus;vesicle,5
Q8TEL6,TRPC4AP,cytosol;plasma_membrane,2
Q2NL82,TSR1,cytosol;nucleolus;nucleus,3
Q14694-2,USP10,cytosol;endosome;nucleus;vesicle,4
Q9Y5T5-2,USP16,nucleus,1
Q08AM6,VAC14,endosome;golgi;vesicle,3
Q9UP83-2,COG5,cytosol;golgi;vesicle,3
P15498,VAV1,cytosol;plasma_membrane,2
Q8N393,ZNF786,nucleus,1
Q9UHI6,DDX20,cytoskeleton;cytosol;nucleus,3
Q9NR30,DDX21,cytosol;mitochondrion;nucleolus;nucleus,4
Q68D51,DENND2C,nucleus,1
Q8IXB1-2,DNAJC10,endoplasmic_reticulum,1
Q5W041,ARMC3,extracellular;vesicle,2
Q93050-1,ATP6V0A1,cell junction;cytosol;endosome;extracellular;golgi;lysosome;nucleus;plasma_membrane;synapse;vesicle,10
Q6IQ26,DENND5A,cytosol;golgi,2
A8MTM6,DLGAP5,cytoskeleton;cytosol;mitochondrion;nucleus,4
Q6V1X1-3,DPP8,cytosol,1
Q86XK2-5,FBXO11,cytosol;nucleolus;nucleus,3
O14526-2,FCHO1,cytosol;nucleus;plasma_membrane,3
Q9HBG4,ATP6V0A4,endosome;extracellular;lysosome;plasma_membrane;vesicle,5
O75899,GABBR2,cell junction;plasma_membrane;synapse,3
Q9HCL2,GPAM,mitochondrion,1
Q96D09,GPRASP2,cytosol;nucleus,2
Q86VF2-2,IGFN1,nucleus,1
Q06033-2,ITIH3,extracellular;vesicle,2
Q5T7B8,KIF24,cytoskeleton;cytosol,2
Q6VAB6,KSR2,cytosol;plasma_membrane,2
O43196-2,MSH5,nucleus,1
Q5T5X7,BEND3,nucleolus;nucleus,2
P52849,NDST2,golgi,1
O95803,NDST3,golgi,1
Q9BZF1-2,OSBPL8,cytosol;endoplasmic_reticulum;nucleus,3
Q9Y5G4-2,PCDHGA9,plasma_membrane,1
Q9Y5F7-2,PCDHGC4,plasma_membrane,1
P35913-2,PDE6B,plasma_membrane,1
Q96J94,PIWIL1,nucleus,1
Q7Z3Z4,PIWIL4,mitochondrion;nucleus,2
Q99959-2,PKP2,cell junction;cytoskeleton;nucleus;plasma_membrane,4
Q9H7P9-3,PLEKHG2,cytosol,1
Q8ND30,PPFIBP2,cell junction;cytosol;extracellular;synapse,4
P11216,PYGB,extracellular;lysosome;vesicle,3
P98175-2,RBM10,nucleus,1
Q9NPR2-2,SEMA4B,plasma_membrane,1
Q8NBJ9-2,SIDT2,lysosome;plasma_membrane,2
Q9H5Y7,SLITRK6,plasma_membrane,1
Q9BXP5-2,SRRT,nucleus,1
P42226,STAT6,cytosol;nucleus,2
Q8IWU5-2,SULF2,endoplasmic_reticulum;extracellular;golgi;plasma_membrane,4
Q9Y6A5,TACC3,cytoskeleton;cytosol;plasma_membrane,3
P10643,C7,extracellular;plasma_membrane;vesicle,3
Q13488,TCIRG1,endosome;lysosome;plasma_membrane;vesicle,4
Q8NDG6,TDRD9,nucleus,1
Q8WUH2,TGFBRAP1,endosome;vesicle,2
O95985-2,TOP3B,nucleus,1
Q9UHF7-2,TRPS1,nucleus,1
P33981,TTK,cytoskeleton;nucleus,2
Q8TCY9-2,URGCP,cytosol;nucleus,2
Q14D04,VEPH1,plasma_membrane,1
Q8TBZ0,CCDC110,cytoskeleton;golgi;nucleus,3
O94967-2,WDR47,cytoskeleton,1
O00308,WWP2,cytosol;extracellular;nucleus;vesicle,4
Q15911-2,ZFHX3,nucleus,1
Q5JVG2,ZNF484,nucleus,1
Q96KM6,ZNF512B,nucleus,1
Q6ZP82-2,CCDC141,cytoskeleton;plasma_membrane,2
O75309,CDH16,cell junction;extracellular;plasma_membrane;synapse;vesicle,5
Q12864,CDH17,cell junction;nucleus;plasma_membrane,3
Q6ZTQ4-2,CDHR3,cell junction;plasma_membrane,2
O15516,CLOCK,cytosol;nucleus,2
Q08345-2,DDR1,extracellular;plasma_membrane;vesicle,3
Q9UHI8,ADAMTS1,extracellular,1
Q32M45,ANO4,plasma_membrane,1
O43909,EXTL3,endoplasmic_reticulum;golgi;nucleus;plasma_membrane,4
Q9HCG7-2,GBA2,cytosol;endoplasmic_reticulum;golgi;nucleus;plasma_membrane,5
P42261,GRIA1,cell junction;endoplasmic_reticulum;endosome;er_golgi_intermediate;golgi;nucleus;plasma_membrane;synapse;vesicle,9
P63010-2,AP2B1,cytosol;endosome;lysosome;plasma_membrane;vesicle,5
Q14833,GRM4,plasma_membrane;vesicle,2
Q9ULD6,INTU,cytoskeleton;plasma_membrane,2
Q9UI26-2,IPO11,cytosol;nucleus,2
Q6UXG2-3,KIAA1324,endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;nucleus;plasma_membrane;vesicle,8
Q96GW7,BCAN,cell junction;extracellular;golgi;lysosome;synapse,5
Q15031,LARS2,mitochondrion,1
O75473,LGR5,golgi;nucleus;plasma_membrane,3
P49917,LIG4,nucleus,1
P49736,MCM2,nucleus,1
Q9Y6X9,MORC2,cytosol;nucleus,2
P43246,MSH2,nucleus,1
Q8TBZ2,MYCBPAP,cytoskeleton;endosome;plasma_membrane;vesicle,4
Q9H0E9-2,BRD8,mitochondrion;nucleus,2
Q14112-2,NID2,extracellular;plasma_membrane;vesicle,3
O95427,PIGN,cytosol;endoplasmic_reticulum;nucleus;plasma_membrane,4
Q9BZ71,PITPNM3,cytosol,1
Q15269,PWP2,nucleolus;nucleus,2
A6NKN2,RBBP8,nucleus,1
Q9Y4C8,RBM19,nucleolus;nucleus,2
Q8HWS3,RFX6,nucleus,1
Q12770,SCAP,endoplasmic_reticulum;golgi;nucleus;vesicle,4
Q9NXF1,TEX10,mitochondrion;nucleolus;nucleus,3
Q9Y2W1,THRAP3,extracellular;nucleus;vesicle,3
O15455,TLR3,endoplasmic_reticulum;endosome;golgi;lysosome;nucleus;plasma_membrane;vesicle,7
Q8IWX7-3,UNC45B,cytosol,1
Q9Y4E8-2,USP15,cytosol;mitochondrion;nucleus,3
Q9HBJ7,USP29,cytosol;nucleus;plasma_membrane,3
Q9H0M0-3,WWP1,cell junction;cytosol;extracellular;nucleus;plasma_membrane;vesicle,6
Q5SVZ6,ZMYM1,nucleus,1
Q9Y4E5-2,ZNF451,nucleus,1
Q14008-2,CKAP5,cytoskeleton;cytosol;nucleolus;nucleus;plasma_membrane,5
Q96P44-3,COL21A1,cytosol;endoplasmic_reticulum;extracellular,3
Q13620-1,CUL4B,cytosol;extracellular;nucleus;vesicle,4
Q96FC9-2,DDX11,cytoskeleton;extracellular;nucleolus;nucleus;vesicle,5
Q8TF46,DIS3L,cytoskeleton;cytosol;plasma_membrane,3
Q9P1A6-2,DLGAP2,cell junction;cytoskeleton;plasma_membrane;synapse,4
O75061-2,DNAJC6,cell junction;cytosol;synapse;vesicle,4
Q9UL01,DSE,endoplasmic_reticulum;golgi;nucleus;vesicle,4
Q15029,EFTUD2,cytosol;nucleus,2
Q99613,EIF3C,cytosol,1
Q9UPM8,AP4E1,endosome;golgi;vesicle,3
P13637,ATP1A3,cell junction;endoplasmic_reticulum;extracellular;golgi;plasma_membrane;synapse;vesicle,7
O94933,SLITRK3,cell junction;er_golgi_intermediate;plasma_membrane;synapse,4
Q92502-2,STARD8,cell junction,1
Q9NYK1,TLR7,endoplasmic_reticulum;endosome;golgi;lysosome;nucleus;plasma_membrane;vesicle,7
O43156,TTI1,nucleus,1
Q9BX63-2,BRIP1,nucleus,1
Q02246,CNTN2,cell junction;plasma_membrane;synapse,3
Q63HQ2-2,EGFLAM,cell junction;extracellular;plasma_membrane;synapse,4
Q96L91-2,EP400,nucleus,1
Q9Y3R0-2,GRIP1,cell junction;cytosol;endoplasmic_reticulum;nucleus;plasma_membrane;synapse;vesicle,7
Q9UBN7,HDAC6,cytoskeleton;cytosol;endosome;nucleus;plasma_membrane;vesicle,6
P14735,IDE,cytosol;extracellular;mitochondrion;nucleus;peroxisome;plasma_membrane;vesicle,7
O75448-2,MED24,nucleus,1
O00159-2,MYO1C,cytoskeleton;cytosol;extracellular;nucleolus;nucleus;plasma_membrane;vesicle,7
Q9HCE6-2,ARHGEF10L,cytosol,1
Q7RTW8-2,OTOA,extracellular;plasma_membrane,2
Q9P2E7,PCDH10,plasma_membrane,1
P16885,PLCG2,cytosol;extracellular;plasma_membrane;vesicle,4
A1L390-3,PLEKHG3,cytoskeleton;cytosol,2
O43314-2,PPIP5K2,cytosol,1
Q8NDX1-2,PSD4,plasma_membrane,1
P07949-2,RET,endosome;plasma_membrane;vesicle,3
Q9UP95-2,SLC12A4,lysosome;plasma_membrane,2
Q8WWF1,C1orf54,extracellular,1
Q9H0N5,PCBD2,mitochondrion,1
Q9NR33,POLE4,nucleus,1
O60437,PPL,cell junction;cytoskeleton;cytosol;extracellular;plasma_membrane;vesicle,6
Q9HC23,PROK2,extracellular,1
Q9HBI5,C3orf14,plasma_membrane,1
O43653,PSCA,extracellular;plasma_membrane;vesicle,3
P20742,PZP,extracellular;vesicle,2
Q7Z6E9-2,RBBP6,cytoskeleton;cytosol;nucleolus;nucleus,4
Q9UIA0,CYTH4,cytoskeleton;cytosol;extracellular;golgi;plasma_membrane,5
O14796,SH2D1B,cytosol,1
P03973,SLPI,extracellular;vesicle,2
Q9NY87,SPANXC,nucleus,1
Q0VAF6,SYCN,vesicle,1
O95183,VAMP5,endosome;extracellular;plasma_membrane;vesicle,4
Q12879,GRIN2A,cell junction;endoplasmic_reticulum;nucleus;plasma_membrane;synapse;vesicle,6
Q86VI3,IQGAP3,cytosol,1
Q9UHA4,LAMTOR3,cell junction;endosome;extracellular;lysosome;plasma_membrane;vesicle,6
P09382,LGALS1,cytosol;endoplasmic_reticulum;extracellular;plasma_membrane;vesicle,5
Q14210,LY6D,extracellular;plasma_membrane,2
O95868,LY6G6D,extracellular;plasma_membrane,2
P16860,NPPB,extracellular,1
Q6ULP2-2,AFTPH,cytosol;golgi;nucleus;vesicle,4
O95990-2,FAM107A,cell junction;cytoskeleton;nucleus;plasma_membrane;synapse,5
P26885,FKBP2,endoplasmic_reticulum;nucleus,2
Q14435,GALNT3,extracellular;golgi;vesicle,3
P02100,HBE1,cytosol;extracellular,2
Q9H5F2,C11orf1,cytoskeleton;nucleus;plasma_membrane,3
P09105,HBQ1,cytosol,1
P34932,HSPA4,cytosol;extracellular;nucleus;vesicle,4
Q14641,INSL4,extracellular,1
O95751,LDOC1,nucleolus;nucleus,2
Q8TCE9,LGALS14,nucleus,1
O43766,LIAS,mitochondrion,1
Q9Y4Z0,LSM4,cytosol;nucleus,2
O94772,LY6H,extracellular;plasma_membrane,2
P61626,LYZ,extracellular;golgi;lysosome;vesicle,4
O75951,LYZL6,extracellular;plasma_membrane;vesicle,3
Q8NI22,MCFD2,endoplasmic_reticulum;er_golgi_intermediate;golgi;nucleus;vesicle,5
Q9P0M9,MRPL27,mitochondrion,1
Q9H903,MTHFD2L,mitochondrion,1
O43924,PDE6D,cytosol;plasma_membrane;vesicle,3
O75817,POP7,nucleolus;nucleus,2
O60896,RAMP3,lysosome;plasma_membrane,2
Q96MS0,ROBO3,plasma_membrane,1
P39019,RPS19,cell junction;cytosol;extracellular;nucleolus;nucleus;synapse;vesicle,7
Q96RS0,TGS1,cytosol;extracellular;nucleolus;nucleus,4
Q15388,TOMM20,mitochondrion;plasma_membrane,2
Q9UL33-2,TRAPPC2L,cytosol;endoplasmic_reticulum;golgi;nucleus;vesicle,5
P83876,TXNL4A,cytosol;nucleus,2
Q8N6M9,ZFAND2A,endoplasmic_reticulum;nucleus,2
Q9UC07-2,ZNF69,nucleus,1
Q68DI1,ZNF776,nucleus,1
Q13901,C1D,nucleolus;nucleus,2
Q9Y2V2,CARHSP1,cytosol,1
Q7L2Z9,CENPQ,cytosol;nucleus,2
P04141,CSF2,extracellular;plasma_membrane,2
Q9H112-2,CST11,extracellular;nucleus;plasma_membrane,3
Q15828,CST6,extracellular;vesicle,2
Q9Y5T4,DNAJC15,mitochondrion,1
O60869-2,EDF1,cytosol;nucleolus;nucleus,3
P16157-10,ANK1,cytoskeleton;cytosol;endoplasmic_reticulum;plasma_membrane,4
P56539,CAV3,cell junction;endoplasmic_reticulum;golgi;plasma_membrane;synapse,5
P47902-2,CDX1,nucleus,1
Q9UBR5-2,CKLF,extracellular,1
Q9UHP7-2,CLEC2D,endoplasmic_reticulum;plasma_membrane,2
P58335-2,ANTXR2,endoplasmic_reticulum;endosome;extracellular;nucleus;plasma_membrane;vesicle,6
Q9H9Q2,COPS7B,cytosol;nucleus,2
O00230,CORT,extracellular,1
P20674,COX5A,mitochondrion,1
Q8WVH0,CPLX3,cell junction;plasma_membrane;synapse,3
O60888-2,CUTA,extracellular;mitochondrion;vesicle,3
Q4LDG9,DNAL1,cytoskeleton;plasma_membrane,2
Q9BVJ7,DUSP23,cytosol;nucleus,2
Q8NAU1-3,FNDC5,endoplasmic_reticulum;extracellular;peroxisome;plasma_membrane,4
P56377,AP1S2,cytosol;endosome;golgi;lysosome;plasma_membrane;vesicle,6
Q96AT1,KIAA1143,extracellular;nucleus,2
P02144,MB,cytosol;extracellular;vesicle,3
O14880,MGST3,endoplasmic_reticulum;mitochondrion;nucleus,3
Q8N5N7,MRPL50,mitochondrion,1
O15511-2,ARPC5,cell junction;cytoskeleton;cytosol;extracellular;nucleus;vesicle,6
Q9NX14-2,NDUFB11,mitochondrion,1
P01160,NPPA,extracellular,1
Q8WVJ2,NUDCD2,cytoskeleton;cytosol;extracellular;nucleus,4
A1E959,ODAM,cytoskeleton;cytosol;extracellular;nucleus,4
Q9UHV9,PFDN2,cytosol;mitochondrion;nucleus,3
P98179,RBM3,nucleus;plasma_membrane,2
Q9BYZ8,REG4,extracellular,1
Q0D2K3,RIPPLY1,nucleus,1
Q9Y3C5,RNF11,endosome;extracellular;nucleus;vesicle,4
P62750,RPL23A,cytosol;extracellular;nucleolus;nucleus;vesicle,5
Q9H633-3,RPP21,nucleolus;nucleus,2
P62280,RPS11,cell junction;cytosol;extracellular;nucleolus;nucleus;vesicle,6
P62263,RPS14,cell junction;cytosol;endoplasmic_reticulum;extracellular;nucleolus;nucleus;synapse;vesicle,8
O15126,SCAMP1,endosome;golgi;plasma_membrane;vesicle,4
P27449,ATP6V0C,cell junction;endosome;extracellular;golgi;lysosome;plasma_membrane;synapse;vesicle,8
Q6ZT89-3,SLC25A48,mitochondrion,1
Q8WVK2,SNRNP27,nucleus,1
Q9BWV1-3,BOC,plasma_membrane,1
Q9H7C4-2,SYNC,cell junction;cytoskeleton;cytosol;plasma_membrane;synapse,5
P63146,UBE2B,nucleus;plasma_membrane,2
Q96K76-2,USP47,cytosol;nucleus,2
Q9UBK9,UXT,cytoskeleton;nucleus,2
Q9H898-2,ZMAT4,nucleus,1
P15621-3,ZNF44,nucleus,1
Q5BVD1-2,C3orf52,endoplasmic_reticulum;plasma_membrane,2
P24752,ACAT1,endoplasmic_reticulum;extracellular;mitochondrion;vesicle,4
Q96PC3-2,AP1S3,cytosol;endosome;golgi;lysosome;plasma_membrane;vesicle,6
P38936,CDKN1A,cytosol;nucleolus;nucleus,3
P55273,CDKN2D,cytosol;nucleus,2
Q9Y2Y0-2,ARL2BP,cytoskeleton;cytosol;mitochondrion;nucleus;plasma_membrane,5
P23528,CFL1,cell junction;cytoskeleton;cytosol;extracellular;nucleus;plasma_membrane;vesicle,7
Q8N9N8,EIF1AD,cytosol;nucleus,2
Q8N5H3-2,FAM89B,plasma_membrane,1
P24522,GADD45A,nucleus,1
O95257,GADD45G,nucleus,1
P40933-2,IL15,endosome;extracellular;golgi;nucleus;vesicle,5
Q96PD4,IL17F,extracellular;plasma_membrane,2
O43908,KLRC4,plasma_membrane,1
Q6IAA8,LAMTOR1,endosome;extracellular;lysosome;plasma_membrane;vesicle,5
P62502,LCN6,extracellular,1
P61244-2,MAX,nucleus;plasma_membrane,2
Q99547,MPHOSPH6,cytosol;nucleolus;nucleus,3
Q8TCC3-2,MRPL30,mitochondrion,1
Q9UDX5,MTFP1,mitochondrion,1
Q4KMZ8,NKAIN1,plasma_membrane,1
P20290-2,BTF3,cytosol;nucleus,2
Q96DE0,NUDT16,nucleolus;nucleus,2
Q13526,PIN1,cell junction;cytoskeleton;cytosol;nucleus;plasma_membrane;synapse,6
P20382,PMCH,extracellular,1
Q969H6,POP5,nucleolus;nucleus,2
Q9H2H8,PPIL3,nucleus,1
Q15185,PTGES3,cytosol;nucleus,2
Q9HD47-2,RANGRF,cell junction;cytosol;endoplasmic_reticulum;nucleus;plasma_membrane,5
Q99969,RARRES2,extracellular;vesicle,2
P05451,REG1A,extracellular;vesicle,2
O14521,SDHD,mitochondrion,1
P63208,SKP1,cytoskeleton;cytosol;nucleus,3
P09234,SNRPC,nucleus,1
O60493-4,SNX3,cytosol;endosome;extracellular;vesicle,4
Q9Y4P9-2,SPEF1,cytoskeleton;plasma_membrane,2
Q16514-2,TAF12,nucleus,1
P04216,THY1,cell junction;endoplasmic_reticulum;extracellular;plasma_membrane;vesicle,5
Q86UB9-2,TMEM135,mitochondrion;peroxisome,2
Q96B96,TMEM159,endoplasmic_reticulum;nucleus,2
P02585,TNNC2,cytoskeleton;cytosol,2
O15205,UBD,cytosol;nucleolus;nucleus,3
Q96B02-2,UBE2W,nucleus,1
Q96LR7,C2orf50,plasma_membrane,1
Q8WUD4,CCDC12,nucleus,1
Q7Z2E3-7,APTX,nucleolus;nucleus,2
P01579,IFNG,extracellular,1
Q9NZE8,MRPL35,mitochondrion,1
P10916,MYL2,cytoskeleton;cytosol,2
Q13232,NME3,cytoskeleton;cytosol;mitochondrion;plasma_membrane,4
Q9Y328,NSG2,endosome;golgi;lysosome;plasma_membrane;vesicle,5
Q9Y3C6,PPIL1,nucleolus;nucleus,2
Q12974,PTP4A2,cytosol;endosome;nucleus;plasma_membrane;vesicle,5
Q9HBH0-2,RHOF,cytoskeleton;cytosol;extracellular;plasma_membrane;vesicle,5
P52198,RND2,cytosol;plasma_membrane;vesicle,3
Q96F10,SAT2,extracellular;vesicle,2
Q7Z5L4,SPATA19,mitochondrion;plasma_membrane,2
Q92187,ST8SIA4,extracellular;golgi,2
O15273,TCAP,cytosol,1
Q9P016,THYN1,nucleolus;nucleus,2
P13693,TPT1,cytoskeleton;cytosol;endosome;extracellular;nucleus;vesicle,6
Q8WW01,TSEN15,nucleolus;nucleus,2
P30536,TSPO,cytosol;extracellular;mitochondrion;vesicle,4
O95881,TXNDC12,endoplasmic_reticulum,1
P40337-3,VHL,cytosol;endoplasmic_reticulum;mitochondrion;nucleus;plasma_membrane,5
P01282-2,VIP,extracellular;plasma_membrane,2
Q96DA0,ZG16B,extracellular;plasma_membrane;vesicle,3
Q9UDW3,ZMAT5,nucleus,1
Q9H609,ZNF576,nucleus,1
Q8IW36-1,ZNF695,nucleus,1
Q12798,CETN1,cytoskeleton;cytosol;nucleus;plasma_membrane,4
O15182,CETN3,cytoskeleton;nucleolus;nucleus,3
Q14011,CIRBP,nucleus,1
P62633-2,CNBP,cytosol;endoplasmic_reticulum,2
O76096,CST7,endoplasmic_reticulum;endosome;extracellular;golgi;lysosome;vesicle,6
Q9H773,DCTPP1,cytosol;mitochondrion;nucleus,3
Q99543-2,DNAJC2,cytosol;nucleolus;nucleus,3
Q96RJ6,FERD3L,nucleus,1
Q8WXD5,GEMIN6,cytosol;nucleus,2
Q9UBY9,HSPB7,nucleus,1
P07741,APRT,cytosol;extracellular;nucleus;vesicle,4
Q8WXK3,ASB13,cytosol,1
O75638-2,CTAG2,cytoskeleton,1
O75935-2,DCTN3,cytoskeleton;cytosol;nucleolus;nucleus;plasma_membrane,5
Q01658,DR1,cytoskeleton;nucleus,2
Q96IM9,DYDC2,cytoskeleton;plasma_membrane,2
Q5SQI0-2,ATAT1,cell junction;cytoskeleton;cytosol;golgi;plasma_membrane,5
Q96PY5-3,FMNL2,cytosol,1
Q96NB1,FOPNL,cytoskeleton;nucleus;plasma_membrane,3
P23434,GCSH,mitochondrion,1
P14770,GP9,plasma_membrane,1
P22301,IL10,extracellular,1
Q13241-2,KLRD1,plasma_membrane,1
Q9BPU9,B9D2,cytoskeleton;cytosol;nucleus;plasma_membrane,4
Q9H204,MED28,nucleus,1
Q9BYD1,MRPL13,mitochondrion,1
P82663,MRPS25,mitochondrion,1
P35070,BTC,extracellular;plasma_membrane;vesicle,3
O14950,MYL12B,cytoskeleton;cytosol;extracellular;vesicle,4
O00567,NOP56,nucleolus;nucleus,2
O75607,NPM3,nucleolus;nucleus,2
Q02818,NUCB1,endoplasmic_reticulum;er_golgi_intermediate;extracellular;golgi;vesicle,5
P36639-2,NUDT1,cytosol;mitochondrion;nucleus,3
O95989,NUDT3,cytosol;nucleus,2
Q13519,PNOC,cell junction;extracellular;plasma_membrane;synapse,4
Q96LZ3,PPP3R2,cytosol;mitochondrion,2
Q9Y2R2-2,PTPN22,cytosol;nucleus;plasma_membrane,3
P62913-2,RPL11,cytosol;extracellular;nucleolus;nucleus;vesicle,5
P67812,SEC11A,endoplasmic_reticulum;nucleus,2
Q76I76,SSH2,cell junction;cytoskeleton;extracellular;vesicle,4
Q93045,STMN2,cytosol;endosome;golgi;plasma_membrane;vesicle,5
Q9BTX3-2,TMEM208,endoplasmic_reticulum;nucleus,2
Q3KNT9-3,TMEM95,vesicle,1
O43557-2,TNFSF14,extracellular;plasma_membrane,2
Q9BRG1,VPS25,cytosol;endosome;extracellular;nucleus;vesicle,5
Q6UX27-3,VSTM1,extracellular;plasma_membrane,2
Q66K41-2,ZNF385C,nucleus,1
P23280,CA6,extracellular;vesicle,2
Q9NP86,CABP5,cytosol,1
Q03135,CAV1,cell junction;endoplasmic_reticulum;endosome;golgi;nucleus;plasma_membrane;vesicle,7
P61923,COPZ1,cytosol;endoplasmic_reticulum;golgi;nucleus;vesicle,5
Q8WUX2,CHAC2,cytosol,1
Q9BTE1,DCTN5,cytoskeleton;cytosol;nucleus,3
Q8IY21,DDX60,cytoskeleton;cytosol,2
P51452,DUSP3,cytosol;nucleus;plasma_membrane;synapse,4
Q9HCS5,EPB41L4A,cytoskeleton,1
Q8IZU0,FAM9B,nucleus,1
P61328-2,FGF12,extracellular;nucleolus;nucleus,3
P01275,GCG,endoplasmic_reticulum;extracellular;vesicle,3
Q9Y248,GINS2,nucleus,1
Q04760-2,GLO1,cytosol;extracellular;nucleus;plasma_membrane;vesicle,5
Q96EK6,GNPNAT1,cytosol;endosome;golgi;vesicle,4
P61296,HAND2,nucleus,1
P84085,ARF5,extracellular;golgi;plasma_membrane;vesicle,4
Q9NQE9,HINT3,mitochondrion;nucleus,2
Q16082,HSPB2,cytosol;nucleus,2
Q9BW83-2,IFT27,golgi;plasma_membrane,2
P01344-2,IGF2,extracellular;vesicle,2
Q9UHF5,IL17B,extracellular;plasma_membrane,2
Q9NV31,IMP3,nucleolus;nucleus,2
P36404,ARL2,cell junction;cytoskeleton;cytosol;golgi;mitochondrion;nucleolus;nucleus;plasma_membrane,8
Q9ULC4-2,MCTS1,cytosol,1
Q9NPA3,MID1IP1,cytoskeleton;cytosol;nucleus,3
Q9H0U6,MRPL18,extracellular;mitochondrion,2
Q9Y3D2,MSRB2,cytosol;mitochondrion,2
O95169,NDUFB8,mitochondrion,1
Q9Y221,NIP7,nucleolus;nucleus,2
Q13442,PDAP1,cytosol;extracellular;plasma_membrane;vesicle,4
Q9H0F7-2,ARL6,cytoskeleton;extracellular;plasma_membrane;vesicle,4
P62834,RAP1A,cell junction;cytosol;endosome;extracellular;plasma_membrane;synapse;vesicle,7
P04808,RLN1,extracellular,1
P04090,RLN2,extracellular,1
Q99942,RNF5,endoplasmic_reticulum;mitochondrion;nucleus;plasma_membrane,4
A3KN83-2,SBNO1,nucleus,1
Q96BM9,ARL8A,cell junction;cytoskeleton;endosome;extracellular;lysosome;plasma_membrane;synapse;vesicle,8
Q07699,SCN1B,cell junction;extracellular;plasma_membrane,3
Q9UNL2,SSR3,endoplasmic_reticulum;nucleus,2
Q9NZ72,STMN3,cytosol;golgi;plasma_membrane,3
E9PG96,TBRG1,nucleus,1
Q9H6X4-2,TMEM134,cytosol,1
Q9BQJ4,TMEM47,cell junction;plasma_membrane,2
Q8NBN3-3,TMEM87A,golgi;plasma_membrane,2
Q9P0T7,TMEM9,cytoskeleton;endosome;extracellular;lysosome;vesicle,5
F5H0B0,TPD52,endoplasmic_reticulum,1
Q6PIZ9,TRAT1,cytoskeleton;plasma_membrane,2
O00526,UPK2,extracellular;plasma_membrane;vesicle,3
Q9Y2V0,C15orf41,nucleus,1
Q13951,CBFB,nucleus,1
O95971,CD160,extracellular;plasma_membrane,2
Q9NRW3,APOBEC3C,nucleus,1
Q96SL4,GPX7,endoplasmic_reticulum;extracellular,2
P01566,IFNA10,extracellular,1
P05013,IFNA6,extracellular,1
P01574,IFNB1,extracellular,1
Q14116,IL18,cytosol;extracellular,2
P24390,KDELR1,endoplasmic_reticulum;er_golgi_intermediate;golgi;nucleus;vesicle,5
O95445,APOM,extracellular,1
Q6UWQ5-2,LYZL1,extracellular,1
B1AK64,MEAF6,nucleolus;nucleus,2
P62166,NCS1,cell junction;cytosol;golgi;plasma_membrane;synapse,5
O43674,NDUFB5,mitochondrion;nucleus,2
Q9BZM1,PLA2G12A,extracellular,1
O75688-2,PPM1B,cytosol;nucleus,2
P63000-2,RAC1,cell junction;cytoskeleton;cytosol;endoplasmic_reticulum;endosome;extracellular;golgi;nucleolus;nucleus;plasma_membrane;synapse;vesicle,12
Q12983,BNIP3,endoplasmic_reticulum;mitochondrion;nucleus;plasma_membrane,4
P15153,RAC2,cell junction;cytoskeleton;cytosol;endoplasmic_reticulum;extracellular;mitochondrion;nucleus;plasma_membrane;vesicle,9
P61586,RHOA,cell junction;cytoskeleton;cytosol;endoplasmic_reticulum;endosome;extracellular;nucleus;plasma_membrane;synapse;vesicle,10
Q15669,RHOH,plasma_membrane,1
Q96GF1,RNF185,endoplasmic_reticulum;mitochondrion;nucleus,3
Q07020,RPL18,cell junction;cytosol;endoplasmic_reticulum;nucleolus;nucleus,5
